frame,side weight,sensitivity,threshold,buf size,gamma,goal
1640,9.0,1.5,5.0,12,0.97,1
1615,9.0,2.5,5.0,16,0.95,1
703,6.0,2.0,7.0,12,0.98,0
832,8.0,2.0,5.0,12,0.95,0
313,10.0,3.0,5.0,16,0.97,0
1631,7.0,2.5,5.0,16,0.95,1
683,9.0,3.0,5.0,16,0.97,0
1616,9.0,2.0,5.0,16,0.96,1
1618,8.0,2.5,5.0,16,0.96,1
331,9.0,3.0,7.0,12,0.97,0
832,10.0,2.0,5.0,12,0.95,0
1626,10.0,2.5,5.0,16,0.95,1
705,6.0,3.0,6.0,12,0.96,0
828,6.0,2.0,6.0,12,0.97,0
1610,6.0,2.5,6.0,12,0.99,1
683,9.0,3.0,5.0,16,0.99,0
194,10.0,3.0,5.0,20,0.99,0
699,6.0,2.0,5.0,8,0.95,0
313,9.0,3.0,5.0,12,0.95,0
831,10.0,2.0,5.0,12,0.97,0
704,9.0,2.0,7.0,12,0.98,0
833,8.0,2.0,5.0,12,0.97,0
710,6.0,2.5,5.0,12,0.99,0
831,8.0,2.0,5.0,12,0.98,0
828,7.0,2.0,6.0,12,0.97,0
826,7.0,2.0,6.0,12,0.96,0
833,7.0,2.0,5.0,12,0.98,0
696,8.0,3.0,6.0,12,0.96,0
829,6.0,2.0,6.0,12,0.98,0
827,6.0,2.0,6.0,12,0.96,0
1609,6.0,2.0,6.0,12,0.95,1
700,7.0,2.0,5.0,8,0.96,0
1621,8.0,2.5,5.0,12,0.98,1
313,8.0,3.0,5.0,16,0.98,0
1610,7.0,2.0,7.0,12,0.95,1
1610,9.0,2.5,6.0,12,0.95,1
315,7.0,3.0,5.0,16,0.99,0
314,7.0,3.0,5.0,16,0.98,0
700,7.0,2.0,5.0,8,0.95,0
702,8.0,2.0,5.0,8,0.95,0
694,10.0,2.5,5.0,8,0.97,0
1618,10.0,3.0,5.0,12,0.96,1
698,10.0,2.5,6.0,12,0.95,0
1619,6.0,3.0,5.0,12,0.96,1
314,6.0,3.0,5.0,16,0.98,0
695,7.0,2.5,6.0,12,0.95,0
697,10.0,3.0,7.0,12,0.96,0
683,8.0,2.5,5.0,8,0.98,0
701,7.0,2.0,5.0,8,0.99,0
828,9.0,2.0,6.0,12,0.98,0
1569,10.0,3.0,5.0,16,0.95,0
696,6.0,2.5,6.0,12,0.95,0
1610,6.0,2.5,6.0,12,0.97,1
700,7.0,2.0,5.0,8,0.97,0
703,10.0,2.5,6.0,12,0.98,0
686,6.0,2.5,6.0,12,0.98,0
697,6.0,2.0,5.0,8,0.97,0
699,6.0,2.0,5.0,8,0.98,0
699,9.0,2.0,5.0,8,0.95,0
825,9.0,2.0,5.0,8,0.96,0
700,9.0,2.0,5.0,8,0.97,0
702,6.0,2.0,5.0,8,0.96,0
1612,7.0,2.0,7.0,12,0.98,1
689,6.0,3.0,5.0,12,0.95,0
702,7.0,2.0,7.0,12,0.99,0
1618,10.0,2.5,5.0,16,0.97,1
837,6.0,1.5,5.0,12,0.97,0
703,6.0,2.0,7.0,12,0.99,0
695,10.0,2.5,5.0,8,0.98,0
837,6.0,1.5,5.0,12,0.95,0
701,10.0,2.0,5.0,8,0.96,0
1620,8.0,3.0,5.0,12,0.96,1
700,7.0,2.0,5.0,8,0.98,0
706,10.0,2.0,5.0,8,0.97,0
701,8.0,2.5,6.0,12,0.96,0
827,10.0,2.0,6.0,12,0.95,0
700,8.0,2.0,5.0,8,0.98,0
699,8.0,2.0,5.0,8,0.97,0
701,10.0,2.0,5.0,8,0.95,0
701,8.0,2.0,5.0,8,0.96,0
695,8.0,2.5,6.0,12,0.95,0
1622,9.0,3.0,5.0,12,0.97,1
1612,9.0,2.0,7.0,12,0.97,1
1611,9.0,2.0,7.0,12,0.96,1
706,7.0,2.5,6.0,12,0.98,0
826,9.0,2.0,6.0,12,0.96,0
827,8.0,2.0,6.0,12,0.95,0
707,10.0,2.5,6.0,12,0.97,0
707,6.0,2.5,6.0,12,0.96,0
700,9.0,2.0,5.0,8,0.98,0
828,8.0,2.0,6.0,12,0.98,0
827,7.0,2.0,6.0,12,0.95,0
702,10.0,2.0,5.0,8,0.98,0
708,10.0,2.5,6.0,12,0.96,0
700,8.0,2.0,5.0,8,0.99,0
315,10.0,2.0,6.0,12,0.96,0
699,6.0,2.0,5.0,8,0.99,0
831,6.0,2.0,5.0,12,0.95,0
681,8.0,3.0,5.0,12,0.97,0
315,8.0,2.0,6.0,12,0.96,0
709,7.0,3.0,7.0,16,0.95,0
702,10.0,2.0,5.0,8,0.99,0
828,8.0,2.0,6.0,12,0.97,0
701,9.0,2.0,5.0,8,0.99,0
828,9.0,2.0,6.0,12,0.97,0
825,10.0,2.0,6.0,12,0.97,0
686,6.0,2.5,5.0,12,0.97,0
827,9.0,2.0,6.0,12,0.95,0
697,9.0,2.5,6.0,12,0.98,0
1617,6.0,2.5,5.0,12,0.95,1
708,6.0,2.0,7.0,16,0.95,0
316,10.0,2.0,7.0,12,0.97,0
1616,10.0,2.0,6.0,12,0.98,1
315,6.0,3.0,5.0,16,0.99,0
1617,7.0,2.0,6.0,12,0.98,1
712,10.0,2.0,7.0,16,0.96,0
837,7.0,1.5,5.0,12,0.96,0
830,6.0,2.0,5.0,12,0.97,0
1612,10.0,2.0,7.0,12,0.98,1
693,7.0,3.0,7.0,12,0.96,0
709,7.0,3.0,6.0,12,0.97,0
1609,8.0,2.0,7.0,12,0.96,1
1615,9.0,2.0,7.0,16,0.95,1
698,8.0,3.0,7.0,12,0.95,0
1615,6.0,2.0,6.0,12,0.99,1
704,6.0,3.0,7.0,16,0.96,0
833,6.0,2.0,5.0,12,0.99,0
1623,6.0,2.0,5.0,12,0.98,1
1617,8.0,2.5,5.0,12,0.96,1
707,10.0,2.5,5.0,12,0.95,0
715,6.0,2.5,7.0,16,0.98,0
315,10.0,3.0,6.0,12,0.95,0
702,7.0,2.5,7.0,16,0.95,0
314,7.0,2.0,7.0,16,0.95,0
313,7.0,3.0,5.0,20,0.95,0
1613,8.0,2.0,7.0,12,0.99,1
707,7.0,2.5,5.0,12,0.95,0
1612,9.0,2.5,6.0,12,0.99,1
697,7.0,2.5,6.0,12,0.99,0
687,10.0,3.0,7.0,16,0.95,0
1622,8.0,2.5,5.0,12,0.99,1
1619,7.0,2.5,5.0,12,0.96,1
1623,7.0,2.5,5.0,12,0.99,1
697,10.0,3.0,7.0,12,0.95,0
1049,6.0,2.0,7.0,16,0.96,0
710,9.0,3.0,6.0,16,0.95,0
1620,8.0,2.5,5.0,12,0.97,1
836,7.0,2.0,5.0,12,0.99,0
1621,6.0,2.5,5.0,12,0.96,1
711,8.0,3.0,6.0,16,0.95,0
830,7.0,2.0,6.0,12,0.99,0
706,8.0,3.0,7.0,16,0.96,0
708,10.0,2.5,5.0,12,0.96,0
1612,8.0,2.0,7.0,12,0.98,1
314,6.0,3.0,5.0,24,0.95,0
1621,9.0,2.5,5.0,12,0.96,1
1621,9.0,2.5,5.0,12,0.97,1
1622,10.0,2.5,5.0,12,0.98,1
315,9.0,2.5,7.0,12,0.95,0
712,9.0,2.5,7.0,20,0.95,0
714,6.0,3.0,6.0,12,0.99,0
1614,10.0,2.5,6.0,12,0.99,1
708,6.0,3.0,6.0,16,0.95,0
1623,9.0,2.5,5.0,12,0.98,1
1612,8.0,2.5,6.0,12,0.99,1
1616,8.0,2.5,5.0,12,0.95,1
1615,9.0,2.5,5.0,12,0.95,1
710,8.0,2.5,7.0,20,0.95,0
704,10.0,2.5,6.0,16,0.97,0
1563,7.0,3.0,6.0,16,0.95,0
688,8.0,3.0,6.0,12,0.99,0
1615,7.0,2.5,6.0,20,0.95,1
832,9.0,2.0,5.0,12,0.95,0
712,7.0,3.0,6.0,12,0.99,0
1615,6.0,2.5,6.0,16,0.97,1
914,6.0,2.5,6.0,20,0.95,0
1615,9.0,2.0,7.0,12,0.99,1
314,10.0,3.0,5.0,16,0.98,0
1623,6.0,2.5,5.0,12,0.98,1
691,7.0,2.5,5.0,12,0.97,0
317,7.0,2.0,7.0,16,0.96,0
1613,10.0,2.0,7.0,12,0.99,1
314,8.0,2.5,6.0,16,0.97,0
314,10.0,3.0,5.0,20,0.97,0
710,10.0,2.0,7.0,16,0.95,0
313,6.0,2.5,6.0,16,0.98,0
709,7.0,2.0,7.0,16,0.97,0
1611,8.0,2.0,7.0,16,0.95,1
1622,10.0,2.5,5.0,12,0.97,1
314,9.0,2.5,6.0,16,0.97,0
313,10.0,3.0,5.0,12,0.95,0
714,10.0,3.0,6.0,16,0.96,0
710,10.0,2.5,7.0,20,0.95,0
835,8.0,2.0,5.0,12,0.99,0
713,9.0,3.0,6.0,16,0.96,0
835,9.0,2.0,5.0,12,0.99,0
1617,8.0,2.5,6.0,20,0.95,1
689,7.0,2.5,7.0,20,0.95,0
1626,7.0,2.5,5.0,12,0.98,1
708,6.0,2.5,7.0,20,0.95,0
1623,9.0,2.5,5.0,12,0.99,1
716,6.0,3.0,6.0,16,0.96,0
831,8.0,2.0,5.0,12,0.96,0
314,6.0,1.5,7.0,8,0.95,0
1623,10.0,2.5,5.0,12,0.99,1
314,6.0,2.0,6.0,16,0.95,0
1619,9.0,2.5,6.0,20,0.95,1
314,6.0,1.5,7.0,8,0.96,0
315,8.0,3.0,5.0,16,0.99,0
711,7.0,3.0,6.0,16,0.96,0
829,8.0,2.0,6.0,12,0.99,0
1052,6.0,2.0,6.0,16,0.96,0
1613,8.0,2.0,6.0,16,0.97,1
710,8.0,3.0,5.0,12,0.95,0
693,7.0,3.0,6.0,16,0.97,0
709,10.0,2.0,7.0,16,0.97,0
715,8.0,3.0,6.0,16,0.97,0
313,7.0,2.5,6.0,16,0.98,0
315,10.0,3.0,6.0,16,0.97,0
833,9.0,2.0,5.0,12,0.97,0
688,7.0,3.0,5.0,12,0.97,0
834,10.0,2.0,5.0,12,0.99,0
1620,10.0,3.0,5.0,12,0.97,1
920,10.0,2.5,6.0,20,0.95,0
832,10.0,2.0,5.0,12,0.98,0
1618,7.0,3.0,5.0,12,0.96,1
1629,6.0,1.5,6.0,8,0.99,1
921,6.0,2.5,5.0,20,0.95,0
314,7.0,1.5,6.0,8,0.95,0
313,9.0,3.0,6.0,20,0.95,0
1616,10.0,2.0,6.0,12,0.99,1
1629,7.0,1.5,6.0,8,0.96,1
1629,7.0,1.5,6.0,8,0.97,1
1620,9.0,2.5,6.0,16,0.95,1
314,6.0,1.5,7.0,8,0.97,0
714,6.0,1.5,6.0,8,0.98,0
692,6.0,2.5,6.0,16,0.99,0
313,9.0,2.5,6.0,16,0.99,0
314,7.0,1.5,7.0,8,0.96,0
314,7.0,3.0,6.0,20,0.97,0
313,9.0,2.5,6.0,16,0.98,0
314,7.0,1.5,7.0,8,0.95,0
1572,7.0,3.0,5.0,16,0.95,0
314,8.0,2.5,6.0,16,0.98,0
1610,8.0,2.0,7.0,16,0.96,1
830,9.0,2.0,6.0,12,0.99,0
683,9.0,3.0,5.0,12,0.99,0
1504,8.0,3.0,5.0,16,0.95,1
1628,6.0,1.5,6.0,8,0.97,1
923,9.0,2.5,5.0,20,0.95,0
1628,6.0,1.5,6.0,8,0.95,1
1622,6.0,2.5,6.0,16,0.95,1
1051,9.0,2.0,6.0,16,0.96,0
920,8.0,2.5,5.0,20,0.95,0
314,6.0,1.5,7.0,8,0.98,0
313,8.0,2.5,5.0,20,0.96,0
313,7.0,2.5,6.0,16,0.99,0
1625,6.0,3.0,5.0,12,0.99,1
709,9.0,2.0,7.0,16,0.96,0
1613,9.0,2.0,7.0,16,0.97,1
710,10.0,2.5,7.0,16,0.96,0
703,8.0,3.0,7.0,16,0.95,0
713,8.0,3.0,6.0,16,0.96,0
921,10.0,2.5,5.0,20,0.95,0
1628,6.0,1.5,6.0,8,0.96,1
1623,6.0,3.0,5.0,12,0.98,1
313,7.0,2.5,5.0,20,0.96,0
1615,8.0,2.5,6.0,16,0.96,1
1055,8.0,2.0,5.0,16,0.97,0
315,7.0,1.5,7.0,8,0.98,0
1630,10.0,1.5,6.0,8,0.99,1
1617,6.0,2.5,6.0,16,0.96,1
1629,8.0,1.5,6.0,8,0.95,1
1630,8.0,1.5,6.0,8,0.98,1
697,7.0,2.5,5.0,20,0.99,0
1630,8.0,1.5,6.0,8,0.97,1
1630,8.0,1.5,6.0,8,0.99,1
313,8.0,2.5,6.0,16,0.99,0
1625,10.0,3.0,5.0,12,0.98,1
837,6.0,2.0,5.0,16,0.97,0
1627,8.0,3.0,5.0,12,0.99,1
1619,8.0,2.5,6.0,16,0.95,1
715,7.0,3.0,5.0,12,0.99,0
313,10.0,2.5,6.0,16,0.98,0
315,6.0,1.5,7.0,8,0.99,0
1653,8.0,2.5,5.0,24,0.95,1
716,9.0,3.0,6.0,16,0.97,0
711,9.0,3.0,7.0,16,0.95,0
313,8.0,2.5,6.0,20,0.96,0
316,10.0,3.0,5.0,24,0.96,0
315,8.0,1.5,7.0,8,0.95,0
1631,9.0,1.5,6.0,8,0.98,1
692,10.0,2.5,6.0,16,0.99,0
314,7.0,2.0,6.0,16,0.95,0
1620,10.0,2.5,6.0,16,0.95,1
1617,7.0,2.5,6.0,16,0.95,1
314,9.0,1.5,7.0,8,0.95,0
1615,9.0,2.5,6.0,16,0.96,1
313,10.0,2.5,5.0,20,0.96,0
1630,9.0,1.5,6.0,8,0.95,1
1631,10.0,1.5,6.0,8,0.96,1
1631,9.0,1.5,7.0,12,0.96,1
1631,10.0,1.5,6.0,8,0.97,1
315,9.0,1.5,7.0,8,0.99,0
314,9.0,1.5,7.0,8,0.96,0
315,10.0,1.5,7.0,8,0.98,0
1631,10.0,1.5,6.0,8,0.98,1
1631,10.0,1.5,6.0,8,0.95,1
1628,6.0,3.0,5.0,16,0.96,1
315,9.0,1.5,7.0,8,0.98,0
314,9.0,1.5,7.0,8,0.97,0
1625,7.0,3.0,5.0,12,0.98,1
710,9.0,2.5,5.0,24,0.97,0
715,6.0,3.0,6.0,20,0.95,0
836,6.0,2.0,5.0,16,0.96,0
1631,9.0,1.5,6.0,8,0.96,1
701,6.0,2.5,5.0,24,0.97,0
1628,7.0,3.0,5.0,16,0.96,1
762,6.0,2.5,5.0,28,0.96,0
713,8.0,2.0,7.0,16,0.97,0
314,7.0,2.5,6.0,16,0.96,0
315,9.0,2.5,5.0,28,0.96,0
1630,9.0,1.5,6.0,8,0.99,1
315,10.0,1.5,7.0,8,0.99,0
315,10.0,1.5,7.0,8,0.95,0
314,7.0,1.5,7.0,8,0.99,0
686,10.0,3.0,6.0,16,0.95,0
315,10.0,1.5,7.0,8,0.96,0
709,8.0,2.5,5.0,24,0.97,0
1652,7.0,2.5,5.0,24,0.95,1
314,7.0,1.5,7.0,8,0.97,0
1619,7.0,2.5,5.0,16,0.97,1
838,6.0,1.5,5.0,8,0.95,0
315,7.0,2.5,5.0,28,0.96,0
913,7.0,2.5,5.0,20,0.95,0
315,8.0,1.5,7.0,8,0.98,0
315,7.0,1.5,7.0,12,0.96,0
1613,10.0,2.5,6.0,16,0.96,1
1630,7.0,1.5,6.0,8,0.99,1
314,9.0,2.0,6.0,16,0.95,0
1630,7.0,1.5,6.0,8,0.98,1
315,10.0,1.5,7.0,8,0.97,0
315,8.0,1.5,7.0,8,0.97,0
1631,9.0,1.5,6.0,8,0.97,1
317,9.0,3.0,5.0,20,0.96,0
315,8.0,1.5,7.0,8,0.99,0
1574,10.0,3.0,5.0,16,0.96,0
1624,9.0,3.0,5.0,12,0.98,1
1630,8.0,1.5,6.0,8,0.96,1
1574,9.0,3.0,5.0,16,0.96,0
1014,8.0,2.5,5.0,28,0.96,0
314,8.0,1.5,7.0,8,0.96,0
836,6.0,1.5,5.0,8,0.98,0
836,9.0,1.5,5.0,8,0.95,0
837,9.0,1.5,5.0,8,0.97,0
838,6.0,1.5,5.0,8,0.97,0
838,6.0,1.5,5.0,8,0.96,0
713,7.0,2.5,5.0,32,0.96,0
837,10.0,1.5,5.0,8,0.95,0
836,10.0,1.5,5.0,8,0.97,0
716,10.0,1.5,5.0,8,0.98,0
708,7.0,2.5,5.0,24,0.97,0
692,6.0,2.5,5.0,16,0.99,0
313,6.0,2.5,5.0,16,0.98,0
837,9.0,1.5,5.0,8,0.96,0
836,6.0,1.5,5.0,8,0.99,0
1633,7.0,1.5,7.0,12,0.95,1
1624,8.0,3.0,5.0,12,0.98,1
313,7.0,2.5,5.0,16,0.98,0
691,10.0,3.0,5.0,12,0.99,0
835,7.0,1.5,5.0,8,0.97,0
837,8.0,1.5,5.0,8,0.97,0
836,8.0,1.5,5.0,8,0.96,0
836,8.0,1.5,5.0,8,0.95,0
1630,6.0,1.5,7.0,12,0.95,1
696,8.0,3.0,5.0,16,0.97,0
836,8.0,1.5,5.0,8,0.98,0
836,7.0,1.5,5.0,8,0.95,0
836,7.0,1.5,5.0,8,0.96,0
761,10.0,2.5,5.0,28,0.96,0
1619,7.0,2.5,6.0,16,0.97,1
314,9.0,3.0,6.0,16,0.98,0
314,10.0,2.0,6.0,16,0.95,0
1631,6.0,1.5,7.0,12,0.96,1
1633,10.0,1.5,5.0,8,0.99,1
690,7.0,3.0,5.0,16,0.97,0
835,7.0,1.5,5.0,8,0.98,0
1625,8.0,2.5,5.0,16,0.98,1
836,9.0,1.5,5.0,8,0.99,0
679,7.0,3.0,6.0,20,0.96,0
314,6.0,3.0,6.0,20,0.97,0
1632,9.0,1.5,6.0,12,0.95,1
1632,10.0,1.5,5.0,8,0.96,1
683,6.0,3.0,6.0,20,0.96,0
693,10.0,2.5,5.0,16,0.98,0
715,7.0,1.5,5.0,8,0.99,0
315,7.0,3.0,6.0,16,0.99,0
1611,7.0,2.0,6.0,16,0.96,1
941,8.0,2.5,5.0,32,0.96,0
314,6.0,3.0,6.0,16,0.98,0
684,8.0,3.0,6.0,20,0.96,0
315,9.0,2.5,5.0,16,0.98,0
314,8.0,2.0,6.0,16,0.95,0
716,10.0,3.0,6.0,16,0.99,0
315,7.0,3.0,6.0,16,0.98,0
313,9.0,2.5,5.0,20,0.96,0
314,8.0,3.0,6.0,16,0.98,0
713,9.0,3.0,6.0,16,0.99,0
836,9.0,1.5,5.0,8,0.98,0
315,10.0,1.5,7.0,12,0.95,0
1632,8.0,1.5,6.0,12,0.95,1
837,8.0,1.5,5.0,8,0.99,0
314,9.0,3.0,5.0,20,0.95,0
314,8.0,3.0,5.0,20,0.95,0
1015,9.0,3.0,5.0,24,0.97,0
313,6.0,3.0,6.0,16,0.97,0
313,9.0,2.5,5.0,16,0.99,0
315,8.0,3.0,6.0,16,0.99,0
1615,9.0,2.5,5.0,16,0.96,1
715,10.0,2.5,5.0,32,0.96,0
1630,6.0,1.5,6.0,12,0.95,1
314,8.0,3.0,6.0,24,0.95,0
681,9.0,3.0,6.0,20,0.96,0
1054,8.0,2.5,5.0,16,0.95,0
313,7.0,2.5,5.0,16,0.99,0
315,6.0,3.0,6.0,16,0.99,0
713,7.0,3.0,7.0,28,0.95,0
314,7.0,3.0,6.0,24,0.95,0
314,7.0,2.5,7.0,28,0.95,0
682,10.0,3.0,6.0,20,0.96,0
1632,7.0,1.5,6.0,12,0.97,1
314,10.0,3.0,6.0,20,0.97,0
313,7.0,3.0,6.0,20,0.95,0
1616,10.0,2.5,5.0,16,0.96,1
313,8.0,2.5,5.0,16,0.99,0
1048,6.0,2.5,6.0,24,0.96,0
1614,6.0,2.5,5.0,16,0.96,1
1640,6.0,2.5,7.0,24,0.95,1
1616,7.0,2.5,5.0,16,0.96,1
313,9.0,2.5,5.0,24,0.96,0
732,6.0,2.5,5.0,32,0.96,0
705,8.0,3.0,5.0,32,0.95,0
775,6.0,2.5,5.0,24,0.98,0
690,9.0,2.5,7.0,24,0.95,0
761,10.0,2.5,5.0,28,0.97,0
313,7.0,2.5,5.0,20,0.97,0
313,7.0,2.5,5.0,24,0.96,0
194,10.0,3.0,6.0,20,0.98,0
729,9.0,2.5,7.0,32,0.95,0
313,6.0,2.5,6.0,20,0.97,0
1633,10.0,1.5,6.0,12,0.95,1
313,6.0,2.5,5.0,20,0.97,0
313,9.0,2.5,5.0,20,0.97,0
696,7.0,2.5,6.0,20,0.99,0
314,9.0,3.0,5.0,24,0.95,0
988,8.0,2.5,5.0,24,0.96,0
314,9.0,2.5,7.0,28,0.95,0
717,9.0,2.5,5.0,32,0.96,0
314,6.0,3.0,6.0,24,0.95,0
314,8.0,2.5,7.0,28,0.95,0
705,10.0,2.5,6.0,24,0.97,0
314,8.0,3.0,5.0,24,0.95,0
773,7.0,2.5,5.0,24,0.98,0
717,9.0,2.5,7.0,20,0.97,0
314,6.0,2.5,7.0,28,0.95,0
313,10.0,3.0,5.0,24,0.95,0
